Senator|Estimated Holdings|Symbol|Company|Sector|Industry|
Gary Peters (D-MI)|$43,900|KO|Coca-Cola Co|||
Ron Wyden (D-OR)|$43,800|MWNIX|MWNIX - MFS International New Discovery I (NASDAQ)|||
Pat Roberts (R-KS)|$43,700|BIDU|Baidu, Inc.|Technology|Computer Software: Programming, Data Processing|
Chris Coons (D-DE)|$43,700|POVSX|Putnam VT International Equity|||
Mark Warner (D-VA)|$43,600|GS|Goldman Sachs|||
Sheldon Whitehouse (D-RI)|$43,600|FMS|Fresenius Medical Care|||
Gary Peters (D-MI)|$43,500|FDTFX|Fidelity Advisor Freedom 2020 T|||
Tom Carper (D-DE)|$43,500|JPM|JPMorgan Chase & Co|||
James M Inhofe (R-OK)|$43,400|CTSH|Cognizant Technology Solutions Corporation|Technology|EDP Services|
Chris Coons (D-DE)|$43,300|PYSVX|Putnam VT SmCap Val|||
Chris Van Hollen (D-MD)|$43,300|TRRCX|T Rowe Price 2030|||
Barbara A Mikulski (D-MD)|$43,300|PRSVX|T Rowe Price Small Cap Value|||
Pat Roberts (R-KS)|$43,100|TORYX|Torray Institutional Fund|||
Mark Warner (D-VA)|$43,100|TXRIX|JPMorgan Tax Aware Real Ret Fund Mutual Fund|||
Ron Wyden (D-OR)|$43,100|MIEIX|MFS Institutional International Equity Fil|||
David Perdue (R-GA)|$43,000|GOOGL|Alphabet Inc.|Technology|Computer Software: Programming, Data Processing|
Steve Daines (R-MT)|$43,000|REEBX|American Funds Europacific Growth Fund|||
Gary Peters (D-MI)|$43,000|TRMCX|T Rowe Price Mid Cap Value Fund|||
Chris Van Hollen (D-MD)|$42,900|VWENX|Vanguard Wellington Admiral|||
Pat Roberts (R-KS)|$42,900|BA|Boeing Co|||
Tom Carper (D-DE)|$42,900|FDIVX|Fidelity Diversified International Fund|||
Mazie K Hirono (D-HI)|$42,900|OAKBX|Oakmark Equity & Income Fund|||
Sheldon Whitehouse (D-RI)|$42,900|OAKBX|Oakmark Equity & Income Fund|||
Ben Cardin (D-MD)|$42,900|PEQUX|PEQUX - Putnam Global Equity A (NASDAQ)|||
Kamala Harris (D-CA)|$42,800|VRIVX|Vanguard Instl Trgt Retire 2025 Instl|||
Chris Van Hollen (D-MD)|$42,800|VWELX|VWELX-Vanguard Wellington Inv (NASDAQ)|||
Sheldon Whitehouse (D-RI)|$42,800|DODIX|Dodge & Cox Income Fund|||
Chuck Grassley (R-IA)|$42,600|PRINX|PRINX - T Rowe Price Summit Municipal Inc|||
John Hoeven (R-ND)|$42,500|JETS|US Global Jets ETF|||
Doug Jones (D-AL)|$42,500|PCBIX|PCBIX - Principal MidCap Institutional (NASDAQ)Fil|||
Shelley Moore Capito (R-WV)|$42,400|EMGAX|Emerging Market Equity Fund|||
John Hoeven (R-ND)|$42,400|FHYTX|FHYTX - Federated High Yield Service (NASDAQ)|||
Joe Manchin (D-WV)|$42,400|VYSVX|Vericimetry US Small Cap Value Fund|||
Ted Cruz (R-TX)|$42,300|GADGX|Goldman Sachs Enhanced Div Gbl Eq Fund|||
John Boozman (R-AR)|$42,300|ORCL|Oracle Corp|||
Lisa Murkowski (R-AK)|$42,200|BND|Vanguard Bond Index ETF|||
Bill Cassidy (R-LA)|$42,200|DIS|The Walt Disney Co|||
James M Inhofe (R-OK)|$42,100|GOOGL|Alphabet Inc.|Technology|Computer Software: Programming, Data Processing|
Shelley Moore Capito (R-WV)|$42,100|AAPL|Apple Inc.|Technology|Computer Manufacturing|
Sheldon Whitehouse (D-RI)|$42,000|CAG|CAG - ConAgra Foods Inc|||
Tom Carper (D-DE)|$42,000|OMI|Owens &amp; Minor|||
Mazie K Hirono (D-HI)|$42,000|ABNDX|American Funds Bond Fund of America|||
Susan Collins (R-ME)|$42,000|HOLX|Hologic, Inc.|||
Mitch McConnell (R-KY)|$42,000|TGBAX|TGBAX - Templeton Global Bond Adv (NASDAQ)Filer co|||
Richard Burr (R-NC)|$42,000|FDX|FedEx Corp|||
Chuck Grassley (R-IA)|$42,000|FNMIX|Fidelity Emerg Market Inc Fund|||
Mazie K Hirono (D-HI)|$41,900|JNBAX|JPMorgan Income Builder Select|||
Tom Carper (D-DE)|$41,800|FLSAX|Fidelity Advisor Leveraged Stock Fund|||
Tom Carper (D-DE)|$41,800|NUVBX|Nuveen Intermediate Duration Municipal Bond Fund|||
Rob Portman (R-OH)|$41,800|KGGIX|Kopernik Global All-Cap I|||
Sheldon Whitehouse (D-RI)|$41,600|FXI|iShares China Large Cap|||
Bob Casey (D-PA)|$41,600|JFLEX|Janus Flexible Bond|||
Mazie K Hirono (D-HI)|$41,600|JFLEX|Janus Flexible Bond|||
Maggie Hassan (D-NH)|$41,600|BAC|Bank of America|||
Shelley Moore Capito (R-WV)|$41,600|TRV|Travelers Companies|||
Kamala Harris (D-CA)|$41,500|XLRE|Real Estate Select Sector SPDR|||
Angus King (D-ME)|$41,500|GTEYX|Gateway Y|||
Rob Portman (R-OH)|$41,500|GTEYX|Gateway Y|||
Shelley Moore Capito (R-WV)|$41,500|MMM|3M Company|Health Care|Medical/Dental Instruments|
Steve Daines (R-MT)|$41,400|ORIGX|Oak Ridge Small Cap Growth Fund|||
Pat Roberts (R-KS)|$41,400|V|Visa Inc|||
Jack Reed (D-RI)|$41,400|IYT|iShares Transportation Average ETF|||
Tina Smith (D-MN)|$41,300|YUMC|Yum China Holdings|||
John Boozman (R-AR)|$41,300|GBIL|Goldman Sachs Treas Acct ETF|||
Jack Reed (D-RI)|$41,300|HACK|ETFMG Prime Cyber Security ETF|||
Shelley Moore Capito (R-WV)|$41,300|AFL|Aflac Incorporated|Finance|Accident &Health Insurance|
Tom Carper (D-DE)|$41,200|GOOG|Alphabet Inc.|Technology|Computer Software: Programming, Data Processing|
Shelley Moore Capito (R-WV)|$41,100|NVS|Novartis AG|||
Sheldon Whitehouse (D-RI)|$41,100|WM|Waste Management, Inc.|||
Elizabeth Warren (D-MA)|$41,100|TBIRX|TIAA-CREF Bond Index - Retirement|||
Joni Ernst (R-IA)|$41,000|IMLLX|Transamerica Asset Allc Moderate Fund|||
Joni Ernst (R-IA)|$40,800|ACGMX|Invesco Growth & Income Fund|||
Kamala Harris (D-CA)|$40,800|EWD|iShares MSCI Sweden Capped ETF|||
Mike Rounds (R-SD)|$40,700|VEA|Vanguard FTSE Developed Markets ETF|||
Bernie Sanders (D-VT)|$40,700|VCAAX|Valic Asset Alloc Fund|||
Shelley Moore Capito (R-WV)|$40,700|EMR|Emerson Electric|||
Tammy Duckworth (D-IL)|$40,600|RIEBX|American Funds The Income Fund of America|||
Richard Burr (R-NC)|$40,600|SEE|Sealed Air Corp|||
Susan Collins (R-ME)|$40,600|SCHW|Charles Schwab|||
Susan Collins (R-ME)|$40,400|PSX|Phillips 66|||
Mike Rounds (R-SD)|$40,400|BND|Vanguard Bond Index ETF|||
John Hoeven (R-ND)|$40,400|JCI|Johnson Controls International|||
Mazie K Hirono (D-HI)|$40,400|EAAIX|Wells Fargo Advantage Asset Allocation Fund|||
Mazie K Hirono (D-HI)|$40,400|PRTIX|T Rowe Price US Treasury Interm|||
Gary Peters (D-MI)|$40,400|PSEC|Prospect Capital Corp|||
Catherine Cortez Masto (D-NV)|$40,300|WEBAX|TETON Westwood Balanced AAA|||
Ben Cardin (D-MD)|$40,300|SBI|SBI - Western Asset Intermediate Muni (AMEX)|||
Lisa Murkowski (R-AK)|$40,300|WFC|Wells Fargo|||
David Perdue (R-GA)|$40,200|MSIQX|Morgan Stanley International Equity Fund|||
Pat Roberts (R-KS)|$40,200|SBUX|Starbucks Corp|||
David Perdue (R-GA)|$40,100|PFORX|PIMCO Foreign Bond (USD-Hedged) Fund|||
Mike Rounds (R-SD)|$40,100|BNDX|Vanguard Total International Bond ETF|||
David Perdue (R-GA)|$40,100|PAA|Plains All American Pipeline|||
Michael Bennet (D-CO)|$40,000|MCLOX|Blackrock Global Allocation Fund|||
Susan Collins (R-ME)|$39,900|AMZN|Amazon.com, Inc.|Consumer Services|Catalog/Specialty Distribution|
Dan Sullivan (R-AK)|$39,900|EFA|Equity Investments MSCI EAFE|||
Mike Rounds (R-SD)|$39,900|JNK|JNK-SPDR Barclays High Yield Bond ETF|||
Mark Warner (D-VA)|$39,600|OHYAX|JPMorgan High Yield Bond Fund|||
Tammy Duckworth (D-IL)|$39,600|PCBIX|PCBIX - Principal MidCap Institutional (NASDAQ)Fil|||
Rob Portman (R-OH)|$39,500|TIP|iShares Tips Bond ETF|||
John Boozman (R-AR)|$39,500|DD|DowDuPont Inc|||
David Perdue (R-GA)|$39,500|CTSH|Cognizant Technology Solutions Corporation|Technology|EDP Services|
Kamala Harris (D-CA)|$39,400|VDC|Vanguard Consumer Staples ETF|||
Steve Daines (R-MT)|$39,400|AHITX|American Funds American Hi-Inc Tr Fund|||
Shelley Moore Capito (R-WV)|$39,400|LHX|Harris Corporation|||
Kamala Harris (D-CA)|$39,400|PGX|PowerShares Preferred ETF|||
Shelley Moore Capito (R-WV)|$39,400|NKE|Nike Inc|||
Thad Cochran (R-MS)|$39,300|DFS|Discover Financial Services|||
Shelley Moore Capito (R-WV)|$39,300|PSX|Phillips 66|||
Tom Carper (D-DE)|$39,300|BA|Boeing Co|||
Rob Portman (R-OH)|$39,300|GVI|iShares Interm Government/Credit Bond|||
Mitch McConnell (R-KY)|$39,200|RYSEX|Royce Special Equity Investment Fund|||
Shelley Moore Capito (R-WV)|$39,200|VFC|V.F. Corporation|||
Rob Portman (R-OH)|$39,100|MERFX|MERFX - Merger (NASDAQ)|||
Susan Collins (R-ME)|$39,100|UL|Unilever|||
Roger Wicker (R-MS)|$39,000|RNST|Renasant Corp|||
Gary Peters (D-MI)|$39,000|BMY|Bristol-Myers Squibb|||
Tim Kaine (D-VA)|$39,000|KMI|Kinder Morgan|||
Angus King (D-ME)|$38,900|GTECX|Gateway Fund|||
Mark Warner (D-VA)|$38,900|GTECX|Gateway Fund|||
Thad Cochran (R-MS)|$38,900|PEAK|Hcp Inc|||
Sheldon Whitehouse (D-RI)|$38,900|A|Agilent Technologies, Inc.|Capital Goods|Biotechnology: Laboratory Analytical Instruments|
James M Inhofe (R-OK)|$38,800|XPO|XPO Logistics, Inc.|||
James M Inhofe (R-OK)|$38,800|ONB|ONB Bank & Trust|||
Kamala Harris (D-CA)|$38,800|VIS|Vanguard Industrials ETF|||
Mitch McConnell (R-KY)|$38,800|VCSH|Vanguard Short-term Corporate Bond|||
Shelley Moore Capito (R-WV)|$38,700|CVX|Chevron Corp|||
John Hoeven (R-ND)|$38,600|SLB|Schlumberger Ltd|||
Gary Peters (D-MI)|$38,400|MMM|3M Company|Health Care|Medical/Dental Instruments|
Mitch McConnell (R-KY)|$38,400|SJNK|SPDR Barclays Short Term Corp Bond ETF|||
Angus King (D-ME)|$38,300|USB|U.S. Bancorp|||
Thom Tillis (R-NC)|$38,300|VWITX|Vanguard Interm-Term Tx-Ex Inv|||
Mark Warner (D-VA)|$38,300|ABRCX|Invesco Balanced Risk Allocation Fund|||
Ben Cardin (D-MD)|$38,200|ECMDX|Eaton Vance MD Municipal Income Fund|||
Gary Peters (D-MI)|$38,100|CL|Colgate-Palmolive Co|||
James M Inhofe (R-OK)|$38,000|DISCA|Discovery Communications|||
Susan Collins (R-ME)|$38,000|AKAM|Akamai Technologies, Inc.|Miscellaneous|Business Services|
Sheldon Whitehouse (D-RI)|$38,000|VDC|Vanguard Consumer Staples ETF|||
Thad Cochran (R-MS)|$37,900|VILLX|Villere Balanced Inv (NASDAQ)|||
Mike Rounds (R-SD)|$37,900|VWO|Vanguard Emerging Markets ETF|||
Rob Portman (R-OH)|$37,800|BGT|BlackRock Floating Rate Income Fund|||
Sheldon Whitehouse (D-RI)|$37,800|GJRTX|Goldman Sachs Abslt Ret Trck Fund|||
Ben Cardin (D-MD)|$37,700|IGSB|iShares 1-3 Year Credit Bond ETF|||
Angus King (D-ME)|$37,700|IWN|iShares Russell 2000 Value Index|||
Steve Daines (R-MT)|$37,700|ARTQX|Artisan Mid Cap Value Investor|||
John Hoeven (R-ND)|$37,600|WFC|Wells Fargo|||
Lisa Murkowski (R-AK)|$37,500|SCHF|Schwab International Equity ETF|||
Mark Warner (D-VA)|$37,400|ARBFX|Arbitrage Funds|||
Tom Carper (D-DE)|$37,300|PWBAX|Virtus AlphaSector Rotation|||
Gary Peters (D-MI)|$37,300|BK|Bank of New York Mellon|||
Rob Portman (R-OH)|$37,200|JMNSX|JPM Research Market Neutral Fund|||
David Perdue (R-GA)|$37,200|DFEMX|DFA Emerging Markets PORT Institutional Fund|||
Shelley Moore Capito (R-WV)|$37,100|PG|Procter & Gamble|||
Kamala Harris (D-CA)|$37,100|XLF|Financial Select Sector SPDR ETF|||
David Perdue (R-GA)|$37,000|BAH|Booz Allen Hamilton Holding Corporation|||
Sheldon Whitehouse (D-RI)|$37,000|EFA|Equity Investments MSCI EAFE|||
Kamala Harris (D-CA)|$37,000|HYG|iShares iBoxx $ High Yield Corp Bd ETF|||
Gary Peters (D-MI)|$37,000|UPS|United Parcel Service|||
Tom Carper (D-DE)|$36,900|TCEHY|Tencent Holdings Limited|||
Tom Carper (D-DE)|$36,900|WBA|Walgreen Co|||
David Perdue (R-GA)|$36,900|PSXP|Phillips 66 Partners LP|||
Mark Warner (D-VA)|$36,700|JSDUX|JPM Short Duration Bond Fund|||
Rob Portman (R-OH)|$36,700|DFIEX|DFA International Core Equity|||
Mitch McConnell (R-KY)|$36,700|RSPYX|RSPYX - RS Partners Y (NASDAQ)Filer comment: Share|||
Jerry Moran (R-KS)|$36,700|AAPL|Apple Inc.|Technology|Computer Manufacturing|
John Hoeven (R-ND)|$36,700|ABBV|AbbVie Inc.|Health Care|Major Pharmaceuticals|
Sheldon Whitehouse (D-RI)|$36,700|LSIFX|ClearBridge Aggressive Growth Fund|||
John Hoeven (R-ND)|$36,700|DD|DowDuPont Inc|||
Mark Warner (D-VA)|$36,700|GARIX|Gotham Absolute Return Fund|||
Susan Collins (R-ME)|$36,600|DBPIX|DWS Ultra Short Duration Svc Fund|||
Tom Udall (D-NM)|$36,600|CFWCX|Calvert Global Water|||
Sheldon Whitehouse (D-RI)|$36,500|PRWBX|T Rowe Price Short-Term Bond|||
Thad Cochran (R-MS)|$36,400|AAPL|Apple Inc.|Technology|Computer Manufacturing|
Susan Collins (R-ME)|$36,200|RTX|United Technologies|||
David Perdue (R-GA)|$36,200|GMOIX|GMO International Equity III|||
Tom Carper (D-DE)|$36,200|PSEC|Prospect Capital Corp|||
Michael Bennet (D-CO)|$36,200|VGK|Vanguard European Stock Index|||
Rob Portman (R-OH)|$36,200|VGK|Vanguard European Stock Index|||
Dianne Feinstein (D-CA)|$36,200|FDX|FedEx Corp|||
Sheldon Whitehouse (D-RI)|$36,100|DEO|Diageo Plc|||
Gary Peters (D-MI)|$36,100|RIBEX|American Funds Investment Co of America|||
Mike Enzi (R-WY)|$36,100|TEQIX|Mutual Quest Fund|||
Tom Carper (D-DE)|$36,100|SMG|The Scotts Miracle-Gro Company|||
Jack Reed (D-RI)|$36,000|AMAT|Applied Materials, Inc.|Technology|Semiconductors|
Pat Toomey (R-PA)|$36,000|SHY|iShares 1-3 Year Treasury Bond ETF|||
Chris Coons (D-DE)|$35,900|OIBNX|Oppenheimer International Bond|||
Steve Daines (R-MT)|$35,900|OIBNX|Oppenheimer International Bond|||
Thad Cochran (R-MS)|$35,800|CVS|CVS Health|||
Susan Collins (R-ME)|$35,800|DAL|Delta Air Lines, Inc.|||
Steve Daines (R-MT)|$35,500|FTGFX|Templeton Growth Fund|||
Sheldon Whitehouse (D-RI)|$35,300|DLR|Digital Realty Trust, Inc.|||
Gary Peters (D-MI)|$35,300|PPG|PPG Industries|||
Joe Manchin (D-WV)|$35,200|DFGFX|DFA Two-Year Global Fixed Income Fund|||
David Perdue (R-GA)|$35,200|LBFAX|Loomis Sayles Bond Fund|||
Susan Collins (R-ME)|$35,100|USB|U.S. Bancorp|||
Tina Smith (D-MN)|$35,100|ZBH|Zimmer Biomet|||
Gary Peters (D-MI)|$35,100|DD|DowDuPont Inc|||
Mike Enzi (R-WY)|$35,100|TEMWX|TEMWX - Templeton World A (NASDAQ)|||
Maggie Hassan (D-NH)|$35,100|TICHX|CREF Social Choice Account|||
Kamala Harris (D-CA)|$35,000|EMLC|EMLC - VanEck Vectors JP Morgan EM LC Bd ETF|||
Tom Carper (D-DE)|$35,000|VZ|Verizon Communications|||
Tom Carper (D-DE)|$35,000|ARCC|Ares Capital Corporation|||
Tom Carper (D-DE)|$34,900|MMM|3M Company|Health Care|Medical/Dental Instruments|
Bill Cassidy (R-LA)|$34,900|YACKX|AMG Yacktman Service Fund|||
Thad Cochran (R-MS)|$34,800|JPM|JPMorgan Chase & Co|||
David Perdue (R-GA)|$34,700|XOM|Exxon Mobil|||
Sheldon Whitehouse (D-RI)|$34,700|FCNKX|Fidelity Contrafund|||
Dianne Feinstein (D-CA)|$34,600|FEYE|FireEye Inc|||
Tom Carper (D-DE)|$34,600|SPEU|SPDR Euro STOXX 50 ETF|||
Lisa Murkowski (R-AK)|$34,600|FSLCX|Fidelity Small Cap Fund|||
Gary Peters (D-MI)|$34,500|UBS|UBS Group|||
David Perdue (R-GA)|$34,500|TEQIX|Mutual Quest Fund|||
David Perdue (R-GA)|$34,400|LNG|Cheniere Energy, Inc.|Public Utilities|Oil/Gas Transmission|
Susan Collins (R-ME)|$34,400|FTGFX|Templeton Growth Fund|||
John Boozman (R-AR)|$34,200|PFE|Pfizer Inc|||
Susan Collins (R-ME)|$34,100|WASCX|Ivy Asset Strategy C (NASDAQ)|||
David Perdue (R-GA)|$34,100|DOW|Dow Chemical|||
Brian Schatz (D-HI)|$34,000|MAVSX|Mutual of America Small Cap Value Institutional|||
Ben Cardin (D-MD)|$33,900|IGOV|iShares International Treasury Bond|||
Michael Bennet (D-CO)|$33,900|TVOAX|Touchstone Small Cap Core Fund|||
Tom Carper (D-DE)|$33,900|PG|Procter & Gamble|||
Rob Portman (R-OH)|$33,800|WIP|WIP - SPDR DB Intl Govt Infl-Protected Bond|||
Tammy Duckworth (D-IL)|$33,800|CWGIX|American Cap World Growth Income Fund|||
David Perdue (R-GA)|$33,700|MSM|MSC Industrial Direct Co., Inc.|||
Ron Wyden (D-OR)|$33,700|DISVX|DFA International Small Cap Value Fund|||
Shelley Moore Capito (R-WV)|$33,600|USB|U.S. Bancorp|||
Tom Carper (D-DE)|$33,600|PHYS|Sprott Physical Gold Trust ETV|||
Tom Udall (D-NM)|$33,500|ESIYX|ESIYX - Wells Fargo Advantage Intl Bond A (NASDAQ)|||
Ted Cruz (R-TX)|$33,400|CVX|Chevron Corp|||
John Boozman (R-AR)|$33,300|ECL|Ecolab Inc|||
Gary Peters (D-MI)|$33,300|MET|MetLife Inc|||
Ron Wyden (D-OR)|$33,200|OOSNX|Oppenheimer Senior Floating Rate Fund|||
Gary Peters (D-MI)|$33,000|LEG|Leggett & Platt|||
Shelley Moore Capito (R-WV)|$33,000|GIS|General Mills|||
Mark Warner (D-VA)|$33,000|DODFX|Dodge & Cox International Fund|||
Thad Cochran (R-MS)|$32,900|IP|International Paper|||
Jerry Moran (R-KS)|$32,900|CVX|Chevron Corp|||
Dan Sullivan (R-AK)|$32,400|IWD|iShares Russell 1000 Value ETF|||
Jack Reed (D-RI)|$32,400|NXPI|Nxp Semiconductors|||
John Boozman (R-AR)|$32,400|DBLEX|Doubleline Emg Mkts Inc|||
Tom Carper (D-DE)|$32,400|TGRUX|Invesco Pacific Growth Fund|||
Sheldon Whitehouse (D-RI)|$32,200|MO|Altria Group|Consumer Non-Durables|Farming/Seeds/Milling|
Susan Collins (R-ME)|$32,200|WFC|Wells Fargo|||
Mazie K Hirono (D-HI)|$32,200|GDCFX|Goldman Sachs Dynamic Allocation Institutional|||
Chris Coons (D-DE)|$32,100|OPTFX|Oppenheimer Capital Appreciation Fund|||
Bill Cassidy (R-LA)|$32,000|CVS|CVS Health|||
Gary Peters (D-MI)|$31,800|UNP|Union Pacific Corp|||
Tom Carper (D-DE)|$31,800|FIF|First Trust Energy Infrastructure Fund|||
Susan Collins (R-ME)|$31,700|CMCSA|Comcast Corporation|Consumer Services|Television Services|
John Hoeven (R-ND)|$31,400|VLO|Valero Energy|||
Susan Collins (R-ME)|$31,400|HFECX|Henderson European Focus Fund|||
Thad Cochran (R-MS)|$31,400|COP|ConocoPhillips|||
Shelley Moore Capito (R-WV)|$31,400|PII|Polaris Industries|||
Susan Collins (R-ME)|$31,200|HON|Honeywell International|||
Kamala Harris (D-CA)|$31,200|VIEIX|VIEIX-Vanguard Extended Market Index Instl|||
Pat Roberts (R-KS)|$31,100|BABA|Alibaba Group Holding Limited|Miscellaneous|Business Services|
Pat Toomey (R-PA)|$31,100|NRDBY|Nordea Bank AB|||
Tammy Duckworth (D-IL)|$30,800|OIEJX|JPMorgan Equity Income R6|||
Susan Collins (R-ME)|$30,800|NSRGY|Nestle|||
David Perdue (R-GA)|$30,700|EAF|GrafTech International Ltd.|||
John Hoeven (R-ND)|$30,700|TWO|Two Harbors Investment Corp.|||
Jerry Moran (R-KS)|$30,600|DIS|The Walt Disney Co|||
Dianne Feinstein (D-CA)|$30,400|SCHW|Charles Schwab|||
Joe Manchin (D-WV)|$30,400|DTMIX|DFA Tax-Managed International Value|||
Sheldon Whitehouse (D-RI)|$30,300|CP|Canadian Pacific Railway|||
Pat Roberts (R-KS)|$30,300|MA|Mastercard Inc|||
Tammy Duckworth (D-IL)|$30,300|VZ|Verizon Communications|||
Gary Peters (D-MI)|$30,300|ABBV|AbbVie Inc.|Health Care|Major Pharmaceuticals|
David Perdue (R-GA)|$30,200|ENB|Enbridge Inc.|||
Susan Collins (R-ME)|$30,200|MA|Mastercard Inc|||
Gary Peters (D-MI)|$30,100|PLAAX|Pace Large Co Growth Equity Investments|||
Gary Peters (D-MI)|$30,100|MPW|Medical Properties Trust|||
Tammy Duckworth (D-IL)|$30,100|DIS|The Walt Disney Co|||
David Perdue (R-GA)|$30,100|CZR|Caesars Entertainment Corporation|Consumer Services|Hotels/Resorts|
Mazie K Hirono (D-HI)|$30,000|MFC|Manulife Financial|||
Jerry Moran (R-KS)|$29,900|COST|Costco Wholesale|||
Tom Carper (D-DE)|$29,900|VLO|Valero Energy|||
Thad Cochran (R-MS)|$29,600|WBA|Walgreen Co|||
Angus King (D-ME)|$29,600|GILD|Gilead Sciences|||
Bill Cassidy (R-LA)|$29,600|VFC|V.F. Corporation|||
Joe Manchin (D-WV)|$29,500|PRU|Prudential Financial|||
Tina Smith (D-MN)|$29,400|HII|Huntington Ingalls Industries|||
Thad Cochran (R-MS)|$29,400|V|Visa Inc|||
Sheldon Whitehouse (D-RI)|$29,300|KO|Coca-Cola Co|||
Mike Crapo (R-ID)|$29,300|PXTIX|PIMCO Fundamental Index|||
Thad Cochran (R-MS)|$29,300|TCAP|Triangle Capital|||
Tammy Duckworth (D-IL)|$29,100|VYM|Vanguard High Dividend Yield ETF|||
Cindy Hyde-Smith (R-MS)|$29,100|ITHAX|Hartford Capitol Appreciated|||
Angus King (D-ME)|$29,000|NEE|NextEra Energy|||
Thad Cochran (R-MS)|$29,000|NEE|NextEra Energy|||
Bill Cassidy (R-LA)|$29,000|AFL|Aflac Incorporated|Finance|Accident &Health Insurance|
James M Inhofe (R-OK)|$29,000|MS|Dean Witter|||
Ben Sasse (R-NE)|$28,900|IWP|iShares Russell Mid Cap Growth ETF|||
James M Inhofe (R-OK)|$28,900|INTU|Intuit Inc.|||
David Perdue (R-GA)|$28,900|SHLX|Shell Midstream Partners, L.P.|||
Shelley Moore Capito (R-WV)|$28,900|SMECF|SMC Corporation|||
James M Inhofe (R-OK)|$28,800|CSX|CSX Corp|||
Cindy Hyde-Smith (R-MS)|$28,600|RPEBX|American Funds New Perspective Fund|||
Tammy Duckworth (D-IL)|$28,600|DODIX|Dodge & Cox Income Fund|||
James M Inhofe (R-OK)|$28,500|BFAM|Bright Horizons Family Solutions Inc.|||
Tom Carper (D-DE)|$28,400|PKG|Packaging Corp|||
James M Inhofe (R-OK)|$28,300|CLR|Continental Resources|||
James M Inhofe (R-OK)|$28,200|LH|Labcorp of America|||
David Perdue (R-GA)|$28,200|DAL|Delta Air Lines, Inc.|||
Shelley Moore Capito (R-WV)|$28,100|IBM|IBM Corp|||
Thad Cochran (R-MS)|$28,100|HD|Home Depot|||
Bernie Sanders (D-VT)|$28,100|VUSTX|Vanguard Long-Term Treasury Fund|||
Tom Carper (D-DE)|$28,100|WIA|Western Asset Claymore Inflation Protect|||
Cindy Hyde-Smith (R-MS)|$28,100|BTIAX|NT TIPS INDEX FUND|||
John Hoeven (R-ND)|$28,000|MRK|Merck & Co|||
Tammy Duckworth (D-IL)|$28,000|CAIBX|American Funds Capital Income Builder Fund|||
Tammy Duckworth (D-IL)|$27,800|JMBUX|JMBUX-JPMorgan Mortgage-Backed Securities R6Filer|||
Tammy Duckworth (D-IL)|$27,700|SBLYX|SBLYX-ClearBridge Large Cap Growth I|||
David Perdue (R-GA)|$27,600|UHAL|Amerco|Consumer Services|Rental/Leasing Companies|
David Perdue (R-GA)|$27,600|M|Macy's Inc|||
David Perdue (R-GA)|$27,500|CSCO|Cisco Systems, Inc.|Technology|Computer Communications Equipment|
Ben Sasse (R-NE)|$27,500|VNQI|Vanguard Global ex-US Real Estate ETF|||
Tom Carper (D-DE)|$27,400|IEP|Icahn Enterprises|||
Susan Collins (R-ME)|$27,300|MRK|Merck & Co|||
Tammy Duckworth (D-IL)|$27,300|APHKX|Artisan International Value Fund|||
Gary Peters (D-MI)|$26,900|NYT|New York Times|||
Susan Collins (R-ME)|$26,900|EMC|EMC Corp. Mass EMC|||
Susan Collins (R-ME)|$26,800|CP|Canadian Pacific Railway|||
Tammy Duckworth (D-IL)|$26,800|FGORX|FGORX-Franklin US Government Secs R6|||
John Boozman (R-AR)|$26,800|PG|Procter & Gamble|||
Tammy Duckworth (D-IL)|$26,800|BSV|Vanguard Short Term Bond Fund|||
Doug Jones (D-AL)|$26,700|NLSIX|Neuberger Berman Long Short Instl|||
David Perdue (R-GA)|$26,700|COP|ConocoPhillips|||
Doug Jones (D-AL)|$26,400|JCUAX|JHancock Absolute Return Currency I|||
Susan Collins (R-ME)|$26,200|WEX|WEX Inc.|||
Sheldon Whitehouse (D-RI)|$26,200|TMUS|T-Mobile US, Inc.|||
Mike Enzi (R-WY)|$26,100|JPC|Nuveen Preferred Income Opport|||
Sheldon Whitehouse (D-RI)|$26,000|FB|Facebook Inc|||
Dianne Feinstein (D-CA)|$25,900|AMRS|Amyris, Inc.|Basic Industries|Major Chemicals|
Sheldon Whitehouse (D-RI)|$25,800|VGT|Vanguard Information Technology ETF|||
John Boozman (R-AR)|$25,800|DTE|DTE Energy Company (NYSE)|||
David Perdue (R-GA)|$25,700|KHC|The Kraft Heinz Company|||
Tim Kaine (D-VA)|$25,600|FGRIX|Fidelity Growth & Income Fund|||
Tammy Duckworth (D-IL)|$25,600|SIGVX|SIGVX-Virtus Seix US Govt Secs Ultr-Shrt Bd IFiler|||
Kamala Harris (D-CA)|$25,600|XSHD|PowerShares Exchange-Traded Fund Trust II|||
Doug Jones (D-AL)|$25,400|MEDIX|MEDIX - MFS Emerging Markets Debt I|||
Doug Jones (D-AL)|$25,300|PHYTX|Principal High Yield Inst|||
John Boozman (R-AR)|$25,300|SWK|Stanley Black & Decker|||
Sheldon Whitehouse (D-RI)|$25,300|CMRE|Costamare Inc|||
David Perdue (R-GA)|$25,100|BKNG|Booking Holdings Inc.|Consumer Services|Transportation Services|
Jim Risch (R-ID)|$25,000|PEXMX|T Rowe Price Extended Equity Market Indx|||
Joni Ernst (R-IA)|$25,000|IVZ|Invesco Aim|||
