Senator,Estimated Holdings,Symbol,Company,Sector,Industry,P,S
Sheldon Whitehouse (D-RI),10500,WFC,Wells Fargo,Health Care,Major Pharmaceuticals,D,RI
Thom Tillis (R-NC),10500,CRSAX,Credit Suisse Commodity Ret Strat Fund,Health Care,Major Pharmaceuticals,R,NC
Rob Portman (R-OH),10500,GSG,iShares S&P GSCI Commodity Indexed Trust,Health Care,Major Pharmaceuticals,R,OH
Brian Schatz (D-HI),10400,MFUAX,Wellington Select Fundamental Value Fund,Health Care,Major Pharmaceuticals,D,HI
Bernie Sanders (D-VT),10400,TIBDX,Cref Fixed Income,Health Care,Major Pharmaceuticals,D,VT
Mike Rounds (R-SD),10400,VOX,Vanguard Telecommunication Services ETF,Health Care,Major Pharmaceuticals,R,SD
David Perdue (R-GA),10400,PHIYX,Pimco High Yield Fund Institutional Class,Health Care,Major Pharmaceuticals,R,GA
Shelley Moore Capito (R-WV),10400,BAF,BlackRock Inc,Health Care,Major Pharmaceuticals,R,WV
Mike Enzi (R-WY),10400,KHYAX,KHYAX - DWS High Income A (NASDAQ),Health Care,Major Pharmaceuticals,R,WY
Gary Peters (D-MI),10400,SLY,SPDR S&amp;P 600 Small Cap ETF (NYSEArca),Health Care,Major Pharmaceuticals,D,MI
Maria Cantwell (D-WA),10400,BND,Vanguard Bond Index ETF,Health Care,Major Pharmaceuticals,D,WA
Rand Paul (R-KY),10400,BND,Vanguard Bond Index ETF,Health Care,Major Pharmaceuticals,R,KY
Sheldon Whitehouse (D-RI),10400,BND,Vanguard Bond Index ETF,Health Care,Major Pharmaceuticals,D,RI
Bill Cassidy (R-LA),10400,ABT,Abbott Laboratories,Health Care,Major Pharmaceuticals,R,LA
Sheldon Whitehouse (D-RI),10400,EWJ,iShares Inc - iShares MSCI Japan ETF,Consumer Non-Durables,Packaged Foods,D,RI
Joni Ernst (R-IA),10300,IIIIX,Voya International Index Port A,Consumer Non-Durables,Packaged Foods,R,IA
Jerry Moran (R-KS),10300,GIS,General Mills,Consumer Non-Durables,Packaged Foods,R,KS
Ben Sasse (R-NE),10300,VOE,Vanguard Index Funds Vanguard Mid-Cap Value,Consumer Non-Durables,Packaged Foods,R,NE
Mike Crapo (R-ID),10300,VARIX,Virtus Dynamic AlphaSector I Filer,Consumer Non-Durables,Packaged Foods,R,ID
Thad Cochran (R-MS),10300,HTGC,Hercules Technology Growth Capital Inc,Consumer Non-Durables,Packaged Foods,R,MS
Thad Cochran (R-MS),10300,AGG,Ishares Core US Aggregate Bond ETF,Consumer Non-Durables,Packaged Foods,R,MS
David Perdue (R-GA),10300,RL,Ralph Lauren Corp,Consumer Non-Durables,Packaged Foods,R,GA
Susan Collins (R-ME),10300,VFC,V.F. Corporation,Consumer Non-Durables,Packaged Foods,R,ME
Lisa Murkowski (R-AK),10300,SCHZ,Schwab US Aggregate Bond ETF,Consumer Non-Durables,Packaged Foods,R,AK
Tom Cotton (R-AR),10300,ODVIX,MFO Oppenheimer Developing Markets Funds Class 1,Consumer Non-Durables,Packaged Foods,R,AR
Jim Risch (R-ID),10300,DBIRX,Mellon Aggregate Bond Index Fund,Consumer Non-Durables,Packaged Foods,R,ID
Mike Enzi (R-WY),10300,JDD,Nuveen Diversified Dividend & Income Fund,Consumer Non-Durables,Packaged Foods,R,WY
Shelley Moore Capito (R-WV),10200,K,Kellogg Co,Consumer Non-Durables,Packaged Foods,R,WV
Tim Scott (R-SC),10200,FASIX,Fidelity Asset Manager 20% Fund,Consumer Non-Durables,Packaged Foods,R,SC
Barbara A Mikulski (D-MD),10200,MDXBX,T Rowe Price MD Tax-Free Bond,Consumer Non-Durables,Packaged Foods,D,MD
Gary Peters (D-MI),10200,SJM,JM Smucker Co,Consumer Non-Durables,Packaged Foods,D,MI
Jeff Merkley (D-OR),10200,FDVLX,FDVLX - Fidelity Value (NASDAQ),Consumer Non-Durables,Packaged Foods,D,OR
Bernie Sanders (D-VT),10200,VCSBX,Valic Strategic Bond Fund,Consumer Non-Durables,Packaged Foods,D,VT
Thom Tillis (R-NC),10200,MEIRX,MassMutual Premier International,Consumer Non-Durables,Packaged Foods,R,NC
Joni Ernst (R-IA),10100,IVGIX,VY Invesco Growth & Income Portfolio,Consumer Non-Durables,Packaged Foods,R,IA
Tom Carper (D-DE),10100,ENDTF,Canoe EIT Income Trust,Consumer Non-Durables,Packaged Foods,D,DE
John Boozman (R-AR),10100,ADM,Archer-Daniels-Midland Company,Consumer Non-Durables,Packaged Foods,R,AR
Sheldon Whitehouse (D-RI),10000,PFE,Pfizer Inc,Technology,Computer Manufacturing,D,RI
Joni Ernst (R-IA),10000,IVKIX,VY Invesco Comstock Port I,Technology,Computer Manufacturing,R,IA
James M Inhofe (R-OK),10000,ST,Sensata Technologies Holding PLC,Technology,Computer Manufacturing,R,OK
Sheldon Whitehouse (D-RI),10000,EPI,WisdomTree India Earnings ETF,Technology,Computer Manufacturing,D,RI
Rand Paul (R-KY),10000,VFITX,VFITX - Vanguard Interm-Term Treasury Inv (NASDAQ),Technology,Computer Manufacturing,R,KY
Mike Enzi (R-WY),10000,VFIJX,Vanguard GNMA Fund,Technology,Computer Manufacturing,R,WY
Dick Durbin (D-IL),10000,MFC,Manulife Financial,Technology,Computer Manufacturing,D,IL
Jim Risch (R-ID),10000,PREMX,T Rowe Price Emerging Markets Bond Fund,Technology,Computer Manufacturing,R,ID
Dianne Feinstein (D-CA),10000,LTM,Latam GP LP,Technology,Computer Manufacturing,D,CA
Chuck Grassley (R-IA),10000,MN,Manning & Napier Equity,Technology,Computer Manufacturing,R,IA
James Lankford (R-OK),10000,PPIAX,Deutsche Ultra Short Duration Fund,Technology,Computer Manufacturing,R,OK
Bill Cassidy (R-LA),9900,BLK,"BlackRock, Inc.",Technology,Computer Manufacturing,R,LA
Bernie Sanders (D-VT),9900,VCGSX,Valic Govt Securities Fund,Technology,Computer Manufacturing,D,VT
Tom Cotton (R-AR),9900,DFSTX,DFA US Small Cap Fund,Technology,Computer Manufacturing,R,AR
Ben Cardin (D-MD),9900,MBB,Barclay Mbs Bond,Technology,Computer Manufacturing,D,MD
Sheldon Whitehouse (D-RI),9900,OHYFX,JPMorgan High Yield Select Fund,Technology,Computer Manufacturing,D,RI
Thad Cochran (R-MS),9800,JNK,JNK-SPDR Barclays High Yield Bond ETF,Technology,Computer Manufacturing,R,MS
Mike Crapo (R-ID),9800,FBAAX,SunAmerica Focused Balanced Strategy Fund,Technology,Computer Manufacturing,R,ID
John Boozman (R-AR),9800,PHB,Invesco Fundamental High Yield Corp Bond ETF,Technology,Computer Manufacturing,R,AR
Sheldon Whitehouse (D-RI),9800,MERIX,Merger Institutional,Technology,Computer Manufacturing,D,RI
Mike Rounds (R-SD),9800,VNQ,Vanguard REIT ETF,Technology,Computer Manufacturing,R,SD
Thad Cochran (R-MS),9800,NML,Neuberger Berman MLP and Energy Income Fund Inc.,Technology,Computer Manufacturing,R,MS
Gary Peters (D-MI),9800,EFA,Equity Investments MSCI EAFE,Technology,Computer Manufacturing,D,MI
Angus King (D-ME),9800,UPS,United Parcel Service,Technology,Computer Manufacturing,D,ME
Thad Cochran (R-MS),9800,UPS,United Parcel Service,Technology,Computer Manufacturing,R,MS
Ben Cardin (D-MD),9800,TWTIX,American Century IntermTrm Tx-Fr Bond,Technology,Computer Manufacturing,D,MD
Sheldon Whitehouse (D-RI),9800,RPIFX,T Rowe Price Insitututional Floating Rate,Technology,Computer Manufacturing,D,RI
Chuck Grassley (R-IA),9800,CCYIX,Columbia Acorn International Fund,Technology,Computer Manufacturing,R,IA
Tom Carper (D-DE),9700,GSG,iShares S&P GSCI Commodity Indexed Trust,Technology,Computer Manufacturing,D,DE
Joni Ernst (R-IA),9700,IGA,Voya Global Value Advantage A (NASDAQ),Technology,Computer Manufacturing,R,IA
Ben Cardin (D-MD),9700,TIP,iShares Tips Bond ETF,Technology,Computer Manufacturing,D,MD
Tom Carper (D-DE),9700,MANT,Mantech Intl,Technology,Computer Manufacturing,D,DE
Bill Cassidy (R-LA),9700,PSX,Phillips 66,Technology,Computer Manufacturing,R,LA
Jack Reed (D-RI),9700,CVS,CVS Health,Technology,Computer Manufacturing,D,RI
Ben Cardin (D-MD),9700,AGZ,Barclay Agency Bond,Technology,Computer Manufacturing,D,MD
Angus King (D-ME),9700,GVI,iShares Interm Government/Credit Bond,Technology,Computer Manufacturing,D,ME
James M Inhofe (R-OK),9700,HBI,Hanesbrands Inc.,Technology,Computer Manufacturing,R,OK
Bill Cassidy (R-LA),9600,T,AT&T Inc,Technology,Computer Manufacturing,R,LA
John Cornyn (R-TX),9600,AAPL,Apple Inc.,Technology,Computer Manufacturing,R,TX
Mike Enzi (R-WY),9600,VAIPX,Vanguard Inflation-Protected Secs Adm Fund,Health Care,Medical Specialities,R,WY
Sheldon Whitehouse (D-RI),9600,ARTIX,Artisan Fund International Fund,Health Care,Medical Specialities,D,RI
David Perdue (R-GA),9600,DCP,Dcp Midstream,Health Care,Medical Specialities,R,GA
Susan Collins (R-ME),9600,DD,DowDuPont Inc,Health Care,Medical Specialities,R,ME
David Perdue (R-GA),9600,ANTM,"Anthem, Inc.",Health Care,Medical Specialities,R,GA
Ben Sasse (R-NE),9600,VSS,Vanguard FTSE All-Wld ex-US SmCp ETF,Technology,EDP Services,R,NE
Mike Rounds (R-SD),9600,VSS,Vanguard FTSE All-Wld ex-US SmCp ETF,Technology,EDP Services,R,SD
Jerry Moran (R-KS),9500,WFC,Wells Fargo,Technology,EDP Services,R,KS
Tom Carper (D-DE),9500,VOD,Vodafone Group,Technology,EDP Services,D,DE
Lisa Murkowski (R-AK),9500,SCHE,Schwab Emerging Market ETF,Technology,EDP Services,R,AK
Angus King (D-ME),9500,ODMAX,Oppenheimer Developing Markets Fund,Technology,EDP Services,D,ME
Sheldon Whitehouse (D-RI),9500,ODMAX,Oppenheimer Developing Markets Fund,Technology,EDP Services,D,RI
Thom Tillis (R-NC),9500,DIAMX,Diamond Hill Long-Short I Fund,Technology,EDP Services,R,NC
Tom Carper (D-DE),9400,INTC,INTC-Intel Corp,Technology,EDP Services,D,DE
Ben Cardin (D-MD),9400,OIGNX,Oppenheimer International Growth Fund,Technology,EDP Services,D,MD
Chris Coons (D-DE),9400,OIGNX,Oppenheimer International Growth Fund,Technology,EDP Services,D,DE
Angus King (D-ME),9400,VWO,Vanguard Emerging Markets ETF,Technology,EDP Services,D,ME
Rob Portman (R-OH),9400,VWO,Vanguard Emerging Markets ETF,Technology,EDP Services,R,OH
Ron Wyden (D-OR),9400,VWO,Vanguard Emerging Markets ETF,Technology,EDP Services,D,OR
Sheldon Whitehouse (D-RI),9400,VWO,Vanguard Emerging Markets ETF,Technology,EDP Services,D,RI
Sheldon Whitehouse (D-RI),9400,VMW,VMware Inc,Technology,EDP Services,D,RI
Thad Cochran (R-MS),9400,CTSH,Cognizant Technology Solutions Corporation,Technology,EDP Services,R,MS
Mike Rounds (R-SD),9300,VMBS,Vanguard Mortgage-Backed Securities ETF,Finance,Accident &Health Insurance,R,SD
John N Kennedy (R-LA),9300,MTUM,iShares Edge MSCI USA Momentum Factor ETF,Finance,Accident &Health Insurance,R,LA
Tom Carper (D-DE),9300,DEO,Diageo Plc,Finance,Accident &Health Insurance,D,DE
Thad Cochran (R-MS),9300,IWN,iShares Russell 2000 Value Index,Finance,Accident &Health Insurance,R,MS
Tom Carper (D-DE),9300,IWN,iShares Russell 2000 Value Index,Finance,Accident &Health Insurance,D,DE
Sheldon Whitehouse (D-RI),9300,VEVIX,Victory Sycamore Established Value I,Finance,Accident &Health Insurance,D,RI
Angus King (D-ME),9200,NEZYX,Loomis Sayles Strategic Income Fund,Finance,Accident &Health Insurance,D,ME
Angus King (D-ME),9200,WBFFX,American Funds Capital World Bond F1,Finance,Accident &Health Insurance,D,ME
Susan Collins (R-ME),9200,MCK,McKesson Corporation,Finance,Accident &Health Insurance,R,ME
Tom Carper (D-DE),9200,UHT,Universal Health Realty Income Trust,Finance,Accident &Health Insurance,D,DE
John Thune (R-SD),9200,OAKGX,Oakmark Global I,Finance,Accident &Health Insurance,R,SD
Jerry Moran (R-KS),9200,SLB,Schlumberger Ltd,Finance,Accident &Health Insurance,R,KS
James Lankford (R-OK),9200,AEMGX,Acadian Emerging Markets Fund,Finance,Accident &Health Insurance,R,OK
Mike Rounds (R-SD),9200,VNQI,Vanguard Global ex-US Real Estate ETF,Finance,Accident &Health Insurance,R,SD
James Lankford (R-OK),9200,OOSNX,Oppenheimer Senior Floating Rate Fund,Finance,Accident &Health Insurance,R,OK
Ben Cardin (D-MD),9200,TEDMX,Templeton Developing Market Security,Finance,Accident &Health Insurance,D,MD
Sheldon Whitehouse (D-RI),9200,HLEMX,Harding Loevner Emerging Markets Advisor,Finance,Accident &Health Insurance,D,RI
Barbara A Mikulski (D-MD),9100,TEDIX,Mutual Global Discovery Fund,Finance,Accident &Health Insurance,D,MD
Mike Rounds (R-SD),9100,BSV,Vanguard Short Term Bond Fund,Finance,Accident &Health Insurance,R,SD
Angus King (D-ME),9100,EFA,Equity Investments MSCI EAFE,Finance,Accident &Health Insurance,D,ME
Ron Wyden (D-OR),9100,EFA,Equity Investments MSCI EAFE,Finance,Accident &Health Insurance,D,OR
Thad Cochran (R-MS),9100,EFA,Equity Investments MSCI EAFE,Finance,Accident &Health Insurance,R,MS
Shelley Moore Capito (R-WV),9100,UPS,United Parcel Service,Finance,Accident &Health Insurance,R,WV
Jim Risch (R-ID),9100,TGFRX,Tanaka Growth Fund,Finance,Accident &Health Insurance,R,ID
Angus King (D-ME),9100,IGAAX,American Funds International Growth & Income Fund,Finance,Accident &Health Insurance,D,ME
Angus King (D-ME),9100,EEM,iShares Emerging Market,Finance,Accident &Health Insurance,D,ME
Thad Cochran (R-MS),9100,EEM,iShares Emerging Market,Finance,Accident &Health Insurance,R,MS
David Perdue (R-GA),9100,CAT,Caterpillar Inc,Finance,Accident &Health Insurance,R,GA
Maria Cantwell (D-WA),9000,AVPAX,AVPAX - American Beacon Small Cp Val Inv (NASDAQ)F,Finance,Accident &Health Insurance,D,WA
Tina Smith (D-MN),9000,JNJ,Johnson & Johnson,Finance,Accident &Health Insurance,D,MN
Bernie Sanders (D-VT),9000,VCIEX,Valic International Equities Fund,Finance,Accident &Health Insurance,D,VT
Angus King (D-ME),9000,PTLDX,PIMCO Low Duration Institutional,Finance,Accident &Health Insurance,D,ME
Tom Carper (D-DE),9000,JCI,Johnson Controls International,Finance,Accident &Health Insurance,D,DE
Patty Murray (D-WA),9000,FFXSX,Fidelity Limited Term Government,Finance,Accident &Health Insurance,D,WA
Thad Cochran (R-MS),9000,DD,DowDuPont Inc,Finance,Accident &Health Insurance,R,MS
Bill Cassidy (R-LA),9000,IHE,iShares US Pharmaceuticals,Finance,Accident &Health Insurance,R,LA
Tom Carper (D-DE),9000,NWL,Newell Brands,Finance,Accident &Health Insurance,D,DE
Cory Gardner (R-CO),9000,LMCPX,Lord Abbott Mid Cap Stock Fund,Finance,Accident &Health Insurance,R,CO
Cory Gardner (R-CO),8900,LRSYX,Lord Abbott Small Cap Fund,Finance,Accident &Health Insurance,R,CO
David Perdue (R-GA),8900,KO,Coca-Cola Co,Finance,Accident &Health Insurance,R,GA
Tom Carper (D-DE),8900,TU,Telus Corp,Finance,Accident &Health Insurance,D,DE
Ben Cardin (D-MD),8900,IVIAX,Ivy VIP International Core - Subaccount,Finance,Accident &Health Insurance,D,MD
Bill Cassidy (R-LA),8900,DOW,Dow Chemical,Finance,Accident &Health Insurance,R,LA
Angus King (D-ME),8900,RTX,United Technologies,Finance,Accident &Health Insurance,D,ME
Tom Carper (D-DE),8900,BMY,Bristol-Myers Squibb,Finance,Accident &Health Insurance,D,DE
Thad Cochran (R-MS),8900,QAI,IQ Hedge Multi-Strategy Tracker ETF,Finance,Accident &Health Insurance,R,MS
David Perdue (R-GA),8900,FOXA,Fox Corporation,Finance,Accident &Health Insurance,R,GA
Doug Jones (D-AL),8900,MISGX,Meridian Small Cap Growth Fund Investor Shares,Finance,Accident &Health Insurance,D,AL
Mike Crapo (R-ID),8800,OOSNX,Oppenheimer Senior Floating Rate Fund,Finance,Accident &Health Insurance,R,ID
Mike Rounds (R-SD),8800,VTIP,Vanguard Short-Term Infl-Prot Secs ETF,Finance,Accident &Health Insurance,R,SD
Angus King (D-ME),8800,WAT,Waters Corp,Finance,Accident &Health Insurance,D,ME
David Perdue (R-GA),8800,VNQ,Vanguard REIT ETF,Finance,Accident &Health Insurance,R,GA
Sheldon Whitehouse (D-RI),8800,KBWY,PowerShares KBW Premium Yld Eq REIT ETF,Finance,Accident &Health Insurance,D,RI
Thad Cochran (R-MS),8800,FLRN,SPDR Barclays Investment Grd Fl Rt ETF,Finance,Accident &Health Insurance,R,MS
Gary Peters (D-MI),8700,PPR,Voya Prime Rate Trust,Finance,Accident &Health Insurance,D,MI
Cory Gardner (R-CO),8700,FTGFX,Templeton Growth Fund,Finance,Accident &Health Insurance,R,CO
John Boozman (R-AR),8700,KMB,Kimberly-Clark Corp,Finance,Accident &Health Insurance,R,AR
John Boozman (R-AR),8700,VTI,Vanguard Index Fds Total Stk Mkt,Finance,Accident &Health Insurance,R,AR
Tom Carper (D-DE),8700,KNX,Knight-Swift Transportation Holdings,Finance,Accident &Health Insurance,D,DE
Gary Peters (D-MI),8700,SPG,"Simon Property Group, Inc.",Finance,Accident &Health Insurance,D,MI
Shelley Moore Capito (R-WV),8700,RTX,United Technologies,Finance,Accident &Health Insurance,R,WV
David Perdue (R-GA),8700,AFL,Aflac Incorporated,Finance,Accident &Health Insurance,R,GA
Bill Cassidy (R-LA),8700,TROW,"T. Rowe Price Group, Inc.",Health Care,Medical/Dental Instruments,R,LA
John Boozman (R-AR),8700,EMTL,Ssga Active Tr SPDR Dbleln Emrg,Health Care,Medical/Dental Instruments,R,AR
Bill Cassidy (R-LA),8600,PG,Procter & Gamble,Health Care,Medical/Dental Instruments,R,LA
Ron Wyden (D-OR),8600,VWSTX,Vanguard Short Term Tax Exempt Fund,Health Care,Medical/Dental Instruments,D,OR
Doug Jones (D-AL),8600,EGRIX,EGRIX - Eaton Vance Glbl Macro Abs Ret Advtg I,Health Care,Medical/Dental Instruments,D,AL
Pat Roberts (R-KS),8600,WMT,Wal-Mart Stores,Health Care,Medical/Dental Instruments,R,KS
Sheldon Whitehouse (D-RI),8600,PGR,The Progressive Corporation,Health Care,Medical/Dental Instruments,D,RI
John Boozman (R-AR),8600,CMBS,CMBS Bond ETF,Health Care,Medical/Dental Instruments,R,AR
Bill Cassidy (R-LA),8500,MMM,3M Company,Health Care,Medical/Dental Instruments,R,LA
Gary Peters (D-MI),8500,IGR,CBRE Clarion Global Real Estate,Technology,Semiconductors,D,MI
Tammy Duckworth (D-IL),8500,WBA,Walgreen Co,Technology,Semiconductors,D,IL
Susan Collins (R-ME),8500,SRCL,Stericycle Inc,Technology,Semiconductors,R,ME
Ron Wyden (D-OR),8500,FMUSX,Federated Muni Ultra Short,Technology,Semiconductors,D,OR
Bill Cassidy (R-LA),8500,JPM,JPMorgan Chase & Co,Technology,Semiconductors,R,LA
Sheldon Whitehouse (D-RI),8500,VTRIX,VTRIX - Vanguard International Value Inv (NASDAQ),Technology,Semiconductors,D,RI
John Boozman (R-AR),8500,IEI,iShares 3-7 Year Treasury Bond ETF,Technology,Semiconductors,R,AR
Tom Carper (D-DE),8500,TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,D,DE
David Perdue (R-GA),8500,FHB,"First Hawaiian, Inc.",Technology,Semiconductors,R,GA
Jack Reed (D-RI),8400,ADI,"Analog Devices, Inc.",Technology,Semiconductors,D,RI
Joni Ernst (R-IA),8400,IRGIX,Voya Clarion Real Estate Portfolio,Technology,EDP Services,R,IA
Sheldon Whitehouse (D-RI),8400,RWX,SPDR DJ International Real Estate,Technology,EDP Services,D,RI
Tom Carper (D-DE),8400,SMIN,Ishares MSCI India Sm Cap,Technology,EDP Services,D,DE
Sheldon Whitehouse (D-RI),8400,NEE,NextEra Energy,Technology,EDP Services,D,RI
Gary Peters (D-MI),8400,OFC,Corporate Office Properties Trust,Technology,EDP Services,D,MI
Sheldon Whitehouse (D-RI),8300,GAFYX,GAFYX - Natixis ASG Global Alternatives Y (NASDAQ),Technology,EDP Services,D,RI
Tom Cotton (R-AR),8300,CIVVX,MFO Causeway Cap Mgmt Tr Intl Value Fund,Technology,EDP Services,R,AR
Tom Carper (D-DE),8300,SJR,Shaw Communications,Technology,EDP Services,D,DE
Ben Cardin (D-MD),8300,DRFMX,DRFMX - Dreyfus Emerging Markets A (NASDAQ),Technology,EDP Services,D,MD
James M Inhofe (R-OK),8300,CERN,Cerner Corporation,Technology,EDP Services,R,OK
John Boozman (R-AR),8300,VNQ,Vanguard REIT ETF,Finance,Specialty Insurers,R,AR
Angus King (D-ME),8300,OAKEX,Oakmark International Small Cap Fund,Finance,Specialty Insurers,D,ME
Bill Cassidy (R-LA),8200,UPS,United Parcel Service,Finance,Specialty Insurers,R,LA
Tom Carper (D-DE),8200,PTMC,Pacer Funds Trust - Pacer Trendpilot 450 ETF,Finance,Specialty Insurers,D,DE
Susan Collins (R-ME),8200,AON,Aon plc,Finance,Specialty Insurers,R,ME
Doug Jones (D-AL),8200,POSIX,Principal Global Real Estate Securities Fund Insti,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,AL
Doug Jones (D-AL),8200,FREAX,Nuveen Real Estate Securities Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,AL
Sheldon Whitehouse (D-RI),8200,LCMAX,Driehaus Active Income Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,RI
Mike Crapo (R-ID),8100,LSIFX,ClearBridge Aggressive Growth Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,ID
Ron Wyden (D-OR),8100,PELBX,PIMCO Emerging Local Bond Institutional,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,OR
Tom Carper (D-DE),8100,MCD,McDonald's Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,DE
Angus King (D-ME),8100,DODFX,Dodge & Cox International Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,ME
Barbara A Mikulski (D-MD),8100,DODFX,Dodge & Cox International Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,MD
Maria Cantwell (D-WA),8100,DODFX,Dodge & Cox International Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,WA
Sheldon Whitehouse (D-RI),8100,DODFX,Dodge & Cox International Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,RI
Tom Carper (D-DE),8100,CVX,Chevron Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,DE
Tom Carper (D-DE),8100,CB,Chubb Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,DE
Dan Sullivan (R-AK),8000,TSCIX,AMG TimesSquare Small Cap Growth Fund Class Z,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,AK
David Perdue (R-GA),8000,UN,Unilever N.V.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,GA
Shelley Moore Capito (R-WV),8000,SIEGY,Siemens Aktiengesellschaft,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,WV
Jim Risch (R-ID),8000,BIIEX,Brandes Institutional International Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,ID
Doug Jones (D-AL),7900,ASRYX,Invesco Global Real Estate Y,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,AL
Rob Portman (R-OH),7900,DEM,WisdomTree Emerging Markets Equity Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,OH
Tom Carper (D-DE),7900,WELL,Welltower Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,DE
John Hoeven (R-ND),7800,AMGN,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,ND
Gary Peters (D-MI),7800,POM,Pepco Holdings,Consumer Services,Television Services,D,MI
Chuck Grassley (R-IA),7800,WFFAX,Wells Fargo Advantage Intl Value,Consumer Services,Television Services,R,IA
Doug Jones (D-AL),7800,ODMAX,Oppenheimer Developing Markets Fund,Consumer Services,Television Services,D,AL
Thad Cochran (R-MS),7800,EMLC,EMLC - VanEck Vectors JP Morgan EM LC Bd ETF,Consumer Services,Television Services,R,MS
Mark Warner (D-VA),7800,OAKIX,Oakmark International Fund,Consumer Services,Television Services,D,VA
Tom Carper (D-DE),7700,BCX,Blackrock Resource & Commodity Strategy TrustFil,Consumer Services,Television Services,D,DE
Gary Peters (D-MI),7700,OCSI,Fifth Street Senior Floating R,Consumer Services,Television Services,D,MI
Tina Smith (D-MN),7700,FNF,Fidelity,Consumer Services,Television Services,D,MN
Doug Jones (D-AL),7700,SSGSX,Victory Sycamore Small Co Opportunity Fund,Consumer Services,Television Services,D,AL
Angus King (D-ME),7700,COP,ConocoPhillips,Consumer Services,Television Services,D,ME
Gary Peters (D-MI),7700,CLF,Cliffs Natural Resources,Consumer Services,Television Services,D,MI
Tom Carper (D-DE),7700,HBI,Hanesbrands Inc.,Consumer Services,Television Services,D,DE
Shelley Moore Capito (R-WV),7700,CMCSA,Comcast Corporation,Consumer Services,Television Services,R,WV
Angus King (D-ME),7700,CMCSA,Comcast Corporation,Consumer Services,Television Services,D,ME
Susan Collins (R-ME),7600,BWA,BorgWarner Inc,Basic Industries,Aluminum,R,ME
Jerry Moran (R-KS),7600,OXY,Occidental Petroleum,Basic Industries,Aluminum,R,KS
Sheldon Whitehouse (D-RI),7600,JAOSX,Janus Overseas I (NASDAQ),Basic Industries,Aluminum,D,RI
Sheldon Whitehouse (D-RI),7600,USB,U.S. Bancorp,Basic Industries,Aluminum,D,RI
Shelley Moore Capito (R-WV),7600,TD,The Toronto-Dominion Bank,Basic Industries,Aluminum,R,WV
Ed Markey (D-MA),7500,SVVC,Firsthand Technology Value Fund,Basic Industries,Aluminum,D,MA
Ted Cruz (R-TX),7500,GIMDX,Goldman Sachs Local Emrg Mkts Debt Institutional,Basic Industries,Aluminum,R,TX
Doug Jones (D-AL),7500,AGREX,Invesco Global Real Estate Fund,Basic Industries,Aluminum,D,AL
Doug Jones (D-AL),7500,AQMRX,AQR Managed Futures Strategy Fund,Basic Industries,Aluminum,D,AL
Thad Cochran (R-MS),7400,KBR,KBR Inc,Basic Industries,Aluminum,R,MS
Jack Reed (D-RI),7400,INTC,INTC-Intel Corp,Basic Industries,Aluminum,D,RI
Richard Burr (R-NC),7400,PHG,Koninklijke Philips,Basic Industries,Aluminum,R,NC
Jerry Moran (R-KS),7400,JPM,JPMorgan Chase & Co,Basic Industries,Aluminum,R,KS
David Perdue (R-GA),7400,BK,Bank of New York Mellon,Basic Industries,Aluminum,R,GA
Sheldon Whitehouse (D-RI),7400,HPQ,HP Inc.,Basic Industries,Aluminum,D,RI
Jack Reed (D-RI),7400,EEM,iShares Emerging Market,Basic Industries,Aluminum,D,RI
Dan Sullivan (R-AK),7400,GTCSX,Glenmede Small Cap Equity Fund,Basic Industries,Aluminum,R,AK
Pat Roberts (R-KS),7300,DVN,Devon Energy,Basic Industries,Aluminum,R,KS
Jerry Moran (R-KS),7300,CVS,CVS Health,Basic Industries,Aluminum,R,KS
Angus King (D-ME),7300,PRU,Prudential Financial,Basic Industries,Aluminum,D,ME
Tina Smith (D-MN),7200,PIPR,Piper Jaffray Companies,Basic Industries,Aluminum,D,MN
John Boozman (R-AR),7100,HON,Honeywell International,Basic Industries,Aluminum,R,AR
James M Inhofe (R-OK),7100,DIS,The Walt Disney Co,Basic Industries,Aluminum,R,OK
